"Year","Table","County","Birth Weight in Grams","Number of Live Births"
"2015","11a","Genesee","Under 1000","3"
"2015","11a","Genesee","1500-1999","9"
"2015","11a","Genesee","3500+","232"
"2015","11a","Genesee","2500-2999","108"
"2015","11a","Greene","Unknown","0"
"2015","11a","Greene","Under 1000","0"
"2015","11a","Greene","3500+","167"
"2015","11a","Greene","1000-1499","0"
"2015","11a","Greene","2500-2999","57"
"2015","11a","Greene","1500-1999","10"
"2015","11a","Greene","Total","378"
"2015","11a","Greene","3000-3499","129"
"2015","11a","Greene","2000-2499","15"
"2015","11a","Hamilton","Under 1000","1"
"2015","11a","Hamilton","3000-3499","7"
"2015","11a","Hamilton","Unknown","0"
"2015","11a","Hamilton","1500-1999","0"
"2015","11a","Hamilton","2000-2499","0"
"2015","11a","Hamilton","1000-1499","0"
"2015","11a","Hamilton","Total","31"
"2015","11a","Hamilton","2500-2999","9"
"2015","11a","Hamilton","3500+","14"
"2015","11a","Herkimer","3500+","263"
"2015","11a","Herkimer","3000-3499","219"
"2015","11a","Herkimer","Under 1000","4"
"2015","11a","Herkimer","2500-2999","87"
"2015","11a","Herkimer","Unknown","3"
"2015","11a","Herkimer","1000-1499","4"
"2015","11a","Herkimer","1500-1999","6"
"2015","11a","Herkimer","Total","608"
"2015","11a","Herkimer","2000-2499","22"
"2015","11a","Jefferson","1500-1999","36"
"2015","11a","Jefferson","2000-2499","68"
"2015","11a","Jefferson","3500+","863"
"2015","11a","Jefferson","1000-1499","15"
"2015","11a","Jefferson","Unknown","10"
"2015","11a","Jefferson","3000-3499","777"
"2015","11a","Jefferson","Under 1000","12"
"2015","11a","Jefferson","Total","2,088"
"2015","11a","Jefferson","2500-2999","307"
"2015","11a","Kings","2000-2499","2,064"
"2015","11a","Kings","1000-1499","246"
"2015","11a","Kings","1500-1999","639"
"2015","11a","Kings","Unknown","6"
"2015","11a","Kings","Under 1000","259"
"2015","11a","Kings","3500+","13,301"
"2015","11a","Kings","Total","41,514"
"2015","11a","Kings","2500-2999","8,146"
"2015","11a","Kings","3000-3499","16,853"
"2015","11a","Lewis","2500-2999","43"
"2015","11a","Lewis","2000-2499","14"
"2015","11a","Lewis","Unknown","2"
"2015","11a","Lewis","1000-1499","4"
"2015","11a","Lewis","3000-3499","134"
"2015","11a","Lewis","3500+","122"
"2015","11a","Lewis","1500-1999","3"
"2015","11a","Lewis","Under 1000","2"
"2015","11a","Lewis","Total","324"
"2015","11a","Livingston","Total","515"
"2015","11a","Livingston","2000-2499","20"
"2015","11a","Livingston","Under 1000","3"
"2015","11a","Livingston","Unknown","0"
"2015","11a","Livingston","3000-3499","179"
"2015","11a","Livingston","2500-2999","65"
"2015","11a","Livingston","3500+","237"
"2015","11a","Livingston","1000-1499","1"
"2015","11a","Livingston","1500-1999","10"
"2015","11a","Madison","2000-2499","27"
"2015","11a","Madison","1500-1999","15"
"2015","11a","Madison","3500+","255"
"2015","11a","Madison","2500-2999","92"
"2015","11a","Madison","1000-1499","4"
"2015","11a","Madison","Total","652"
"2015","11a","Madison","Unknown","7"
"2015","11a","Madison","3000-3499","249"
"2015","11a","Madison","Under 1000","3"
"2015","11a","Monroe","Unknown","3"
"2015","11a","Monroe","1500-1999","126"
"2015","11a","Monroe","Under 1000","70"
"2015","11a","Monroe","2500-2999","1,422"
"2015","11a","Monroe","3000-3499","2,967"
"2015","11a","Monroe","2000-2499","403"
"2015","11a","Monroe","1000-1499","74"
"2015","11a","Monroe","3500+","3,109"
"2015","11a","Monroe","Total","8,174"
"2015","11a","Montgomery","Under 1000","6"
"2015","11a","Montgomery","1500-1999","11"
"2015","11a","Montgomery","2500-2999","97"
"2015","11a","Montgomery","Total","643"
"2015","11a","Montgomery","3000-3499","224"
"2015","11a","Montgomery","2000-2499","30"
"2015","11a","Montgomery","Unknown","15"
"2015","11a","Montgomery","3500+","251"
"2015","11a","Montgomery","1000-1499","9"
"2015","11a","Nassau","Total","14,272"
"2015","11a","Nassau","3500+","4,890"
"2015","11a","Nassau","2500-2999","2,656"
"2015","11a","Nassau","2000-2499","746"
"2015","11a","Nassau","1500-1999","221"
"2015","11a","Nassau","Unknown","2"
"2015","11a","Nassau","Under 1000","77"
"2015","11a","Nassau","3000-3499","5,597"
"2015","11a","Nassau","1000-1499","83"
"2015","11a","New York","Total","17,775"
"2015","11a","New York","2500-2999","3,577"
"2015","11a","New York","1500-1999","290"
"2015","11a","New York","Under 1000","97"
"2015","11a","New York","1000-1499","128"
"2015","11a","New York","2000-2499","923"
"2015","11a","New York","3000-3499","7,221"
"2015","11a","New York","Unknown","0"
"2015","11a","New York","3500+","5,539"
"2015","11a","New York City","1000-1499","819"
"2015","11a","New York City","Under 1000","774"
"2015","11a","New York City","Total","116,040"
"2015","11a","New York City","Unknown","8"
"2015","11a","New York City","2000-2499","6,006"
"2015","11a","New York City","2500-2999","23,249"
"2015","11a","New York City","3500+","36,305"
"2015","11a","New York City","1500-1999","1,855"
"2015","11a","New York City","3000-3499","47,024"
"2015","11a","New York State","Total","235,964"
"2015","11a","New York State","2500-2999","43,648"
"2015","11a","New York State","Under 1000","1,518"
"2015","11a","New York State","2000-2499","11,544"
"2015","11a","New York State","3000-3499","92,111"
"2015","11a","New York State","1500-1999","3,663"
"2015","11a","New York State","3500+","81,473"
"2015","11a","New York State","Unknown","318"
"2015","11a","New York State","1000-1499","1,689"
"2015","11a","Niagara","Total","2,149"
"2015","11a","Niagara","1500-1999","29"
"2015","11a","Niagara","1000-1499","12"
"2015","11a","Niagara","3000-3499","820"
"2015","11a","Niagara","Under 1000","12"
"2015","11a","Niagara","Unknown","2"
"2015","11a","Niagara","2000-2499","109"
"2015","11a","Niagara","3500+","784"
"2015","11a","Niagara","2500-2999","381"
"2015","11a","Oneida","3000-3499","917"
"2015","11a","Oneida","Total","2,514"
"2015","11a","Oneida","Unknown","0"
"2015","11a","Oneida","Under 1000","20"
"2015","11a","Oneida","3500+","993"
"2015","11a","Oneida","1000-1499","11"
"2015","11a","Oneida","1500-1999","42"
"2015","11a","Oneida","2000-2499","113"
"2015","11a","Oneida","2500-2999","418"
"2015","11a","Onondaga","2500-2999","867"
"2015","11a","Onondaga","Total","5,259"
"2015","11a","Onondaga","3500+","2,074"
"2015","11a","Onondaga","1500-1999","77"
"2015","11a","Onondaga","1000-1499","43"
"2015","11a","Onondaga","2000-2499","248"
"2015","11a","Onondaga","Under 1000","32"
"2015","11a","Onondaga","Unknown","0"
"2015","11a","Onondaga","3000-3499","1,918"
"2015","11a","Ontario","Total","1,032"
"2015","11a","Ontario","3000-3499","370"
"2015","11a","Ontario","Unknown","1"
"2015","11a","Ontario","2000-2499","39"
"2015","11a","Ontario","Under 1000","11"
"2015","11a","Ontario","3500+","443"
"2015","11a","Ontario","1500-1999","10"
"2015","11a","Ontario","2500-2999","155"
"2015","11a","Ontario","1000-1499","3"
"2015","11a","Orange","Under 1000","38"
"2015","11a","Orange","3500+","1,788"
"2015","11a","Orange","3000-3499","1,915"
"2015","11a","Orange","2000-2499","187"
"2015","11a","Orange","Total","4,792"
"2015","11a","Orange","1000-1499","26"
"2015","11a","Orange","1500-1999","57"
"2015","11a","Orange","Unknown","1"
"2015","11a","Orange","2500-2999","780"
"2015","11a","Orleans","3000-3499","167"
"2015","11a","Orleans","Unknown","3"
"2015","11a","Orleans","2500-2999","65"
"2015","11a","Orleans","2000-2499","16"
"2015","11a","Orleans","Total","451"
"2015","11a","Orleans","1500-1999","11"
"2015","11a","Orleans","1000-1499","2"
"2015","11a","Orleans","3500+","183"
"2015","11a","Orleans","Under 1000","4"
"2015","11a","Oswego","1000-1499","9"
"2015","11a","Oswego","Unknown","6"
"2015","11a","Oswego","1500-1999","21"
"2015","11a","Oswego","3500+","508"
"2015","11a","Oswego","3000-3499","439"
"2015","11a","Oswego","2500-2999","167"
"2015","11a","Oswego","2000-2499","42"
"2015","11a","Oswego","Under 1000","7"
"2015","11a","Oswego","Total","1,199"
"2015","11a","Otsego","3500+","229"
"2015","11a","Otsego","2500-2999","84"
"2015","11a","Otsego","Under 1000","5"
"2015","11a","Otsego","1500-1999","11"
"2015","11a","Otsego","2000-2499","27"
"2015","11a","Otsego","3000-3499","162"
"2015","11a","Otsego","1000-1499","6"
"2015","11a","Otsego","Total","530"
"2015","11a","Otsego","Unknown","6"
"2015","11a","Putnam","1000-1499","8"
"2015","11a","Putnam","3000-3499","303"
"2015","11a","Putnam","Unknown","3"
"2015","11a","Putnam","2000-2499","35"
"2015","11a","Putnam","1500-1999","11"
"2015","11a","Putnam","3500+","318"
"2015","11a","Putnam","2500-2999","132"
"2015","11a","Putnam","Total","813"
"2015","11a","Putnam","Under 1000","3"
"2015","11a","Queens","3000-3499","12,411"
"2015","11a","Queens","Unknown","0"
"2015","11a","Queens","2000-2499","1,609"
"2015","11a","Queens","3500+","9,249"
"2015","11a","Queens","1500-1999","439"
"2015","11a","Queens","Under 1000","205"
"2015","11a","Queens","Total","30,335"
"2015","11a","Queens","1000-1499","207"
"2015","11a","Queens","2500-2999","6,215"
"2015","11a","Rensselaer","3000-3499","598"
"2015","11a","Rensselaer","Total","1,617"
"2015","11a","Rensselaer","2500-2999","285"
"2015","11a","Rensselaer","Under 1000","11"
"2015","11a","Rensselaer","3500+","610"
"2015","11a","Rensselaer","1000-1499","8"
"2015","11a","Rensselaer","1500-1999","25"
"2015","11a","Rensselaer","2000-2499","78"
"2015","11a","Rensselaer","Unknown","2"
"2015","11a","Rest of State","2500-2999","20,399"
"2015","11a","Rest of State","3000-3499","45,087"
"2015","11a","Rest of State","3500+","45,168"
"2015","11a","Rest of State","Unknown","310"
"2015","11a","Rest of State","1000-1499","870"
"2015","11a","Rest of State","1500-1999","1,808"
"2015","11a","Rest of State","2000-2499","5,538"
"2015","11a","Rest of State","Total","119,924"
"2015","11a","Rest of State","Under 1000","744"
"2015","11a","Richmond","1500-1999","94"
"2015","11a","Richmond","Total","5,286"
"2015","11a","Richmond","Unknown","1"
"2015","11a","Richmond","1000-1499","34"
"2015","11a","Richmond","2500-2999","1,003"
"2015","11a","Richmond","3000-3499","2,082"
"2015","11a","Richmond","2000-2499","237"
"2015","11a","Richmond","3500+","1,802"
"2015","11a","Richmond","Under 1000","33"
"2015","11a","Rockland","Unknown","1"
"2015","11a","Rockland","Under 1000","30"
"2015","11a","Rockland","1500-1999","74"
"2015","11a","Rockland","1000-1499","32"
"2015","11a","Rockland","2000-2499","200"
"2015","11a","Rockland","Total","5,113"
"2015","11a","Rockland","3500+","1,956"
"2015","11a","Rockland","2500-2999","855"
"2015","11a","Rockland","3000-3499","1,965"
"2015","11a","Saratoga","Total","2,174"
"2015","11a","Saratoga","1500-1999","41"
"2015","11a","Saratoga","Unknown","0"
"2015","11a","Saratoga","3500+","950"
"2015","11a","Saratoga","2000-2499","79"
"2015","11a","Saratoga","Under 1000","11"
"2015","11a","Saratoga","2500-2999","313"
"2015","11a","Saratoga","3000-3499","767"
"2015","11a","Saratoga","1000-1499","13"
"2015","11a","Schenectady","1000-1499","17"
"2015","11a","Schenectady","2500-2999","291"
"2015","11a","Schenectady","Total","1,766"
"2015","11a","Schenectady","3000-3499","640"
"2015","11a","Schenectady","2000-2499","100"
"2015","11a","Schenectady","Under 1000","23"
"2015","11a","Schenectady","1500-1999","16"
"2015","11a","Schenectady","3500+","678"
"2015","11a","Schenectady","Unknown","1"
"2015","11a","Schoharie","Under 1000","1"
"2015","11a","Schoharie","2000-2499","18"
"2015","11a","Schoharie","Total","234"
"2015","11a","Schoharie","2500-2999","29"
"2015","11a","Schoharie","1000-1499","3"
"2015","11a","Schoharie","3500+","100"
"2015","11a","Schoharie","1500-1999","4"
"2015","11a","Schoharie","Unknown","0"
"2015","11a","Schoharie","3000-3499","79"
"2015","11a","Schuyler","1500-1999","2"
"2015","11a","Schuyler","Under 1000","0"
"2015","11a","Schuyler","2000-2499","8"
"2015","11a","Schuyler","3000-3499","69"
"2015","11a","Schuyler","Unknown","0"
"2015","11a","Schuyler","Total","180"
"2015","11a","Schuyler","3500+","73"
"2015","11a","Schuyler","2500-2999","26"
"2015","11a","Schuyler","1000-1499","2"
"2015","11a","Seneca","1000-1499","0"
"2015","11a","Seneca","Unknown","0"
"2015","11a","Seneca","1500-1999","8"
"2015","11a","Seneca","Total","367"
"2015","11a","Seneca","3000-3499","127"
"2015","11a","Seneca","3500+","169"
"2015","11a","Seneca","2500-2999","50"
"2015","11a","Seneca","Under 1000","4"
"2015","11a","Seneca","2000-2499","9"
"2015","11a","Steuben","3500+","435"
"2015","11a","Steuben","Under 1000","6"
"2015","11a","Steuben","2500-2999","151"
"2015","11a","Steuben","3000-3499","418"
"2015","11a","Steuben","1000-1499","7"
"2015","11a","Steuben","Total","1,069"
"2015","11a","Steuben","2000-2499","40"
"2015","11a","Steuben","1500-1999","10"
"2015","11a","Steuben","Unknown","2"
"2015","11a","St Lawrence","3500+","497"
"2015","11a","St Lawrence","3000-3499","398"
"2015","11a","St Lawrence","2500-2999","168"
"2015","11a","St Lawrence","Total","1,181"
"2015","11a","St Lawrence","1500-1999","10"
"2015","11a","St Lawrence","2000-2499","43"
"2015","11a","St Lawrence","Unknown","52"
"2015","11a","St Lawrence","Under 1000","10"
"2015","11a","St Lawrence","1000-1499","3"
"2015","11a","Suffolk","2500-2999","2,823"
"2015","11a","Suffolk","3000-3499","6,210"
"2015","11a","Suffolk","1500-1999","232"
"2015","11a","Suffolk","3500+","5,623"
"2015","11a","Suffolk","2000-2499","732"
"2015","11a","Suffolk","Under 1000","74"
"2015","11a","Suffolk","1000-1499","112"
"2015","11a","Suffolk","Unknown","2"
"2015","11a","Suffolk","Total","15,808"
"2015","11a","Sullivan","3000-3499","296"
"2015","11a","Sullivan","Under 1000","6"
"2015","11a","Sullivan","2000-2499","40"
"2015","11a","Sullivan","2500-2999","153"
"2015","11a","Sullivan","1000-1499","9"
"2015","11a","Sullivan","Unknown","0"
"2015","11a","Sullivan","3500+","265"
"2015","11a","Sullivan","Total","792"
"2015","11a","Sullivan","1500-1999","23"
"2015","11a","Tioga","3000-3499","167"
"2015","11a","Tioga","1500-1999","10"
"2015","11a","Tioga","1000-1499","4"
"2015","11a","Tioga","2500-2999","66"
"2015","11a","Tioga","Total","465"
"2015","11a","Tioga","Under 1000","0"
"2015","11a","Tioga","2000-2499","16"
"2015","11a","Tioga","Unknown","0"
"2015","11a","Tioga","3500+","202"
"2015","11a","Tompkins","1500-1999","11"
"2015","11a","Tompkins","Unknown","1"
"2015","11a","Tompkins","2000-2499","38"
"2015","11a","Tompkins","2500-2999","123"
"2015","11a","Tompkins","Under 1000","1"
"2015","11a","Tompkins","Total","812"
"2015","11a","Tompkins","1000-1499","5"
"2015","11a","Tompkins","3500+","316"
"2015","11a","Tompkins","3000-3499","317"
"2015","11a","Ulster","Total","1,573"
"2015","11a","Ulster","3500+","656"
"2015","11a","Ulster","3000-3499","535"
"2015","11a","Ulster","2000-2499","69"
"2015","11a","Ulster","1500-1999","19"
"2015","11a","Ulster","Under 1000","6"
"2015","11a","Ulster","2500-2999","266"
"2015","11a","Ulster","1000-1499","17"
"2015","11a","Ulster","Unknown","5"
"2015","11a","Warren","1500-1999","2"
"2015","11a","Warren","Total","540"
"2015","11a","Warren","3000-3499","194"
"2015","11a","Warren","2500-2999","86"
"2015","11a","Warren","2000-2499","24"
"2015","11a","Warren","Unknown","0"
"2015","11a","Warren","3500+","227"
"2015","11a","Warren","1000-1499","2"
"2015","11a","Warren","Under 1000","5"
"2015","11a","Washington","3000-3499","208"
"2015","11a","Washington","1000-1499","2"
"2015","11a","Washington","2000-2499","29"
"2015","11a","Washington","Under 1000","0"
"2015","11a","Washington","Total","584"
"2015","11a","Washington","3500+","254"
"2015","11a","Washington","Unknown","0"
"2015","11a","Washington","1500-1999","6"
"2015","11a","Washington","2500-2999","85"
"2015","11a","Wayne","Unknown","2"
"2015","11a","Wayne","2500-2999","142"
"2015","11a","Wayne","Total","968"
"2015","11a","Wayne","Under 1000","7"
"2015","11a","Wayne","3500+","410"
"2015","11a","Wayne","1000-1499","7"
"2015","11a","Wayne","2000-2499","47"
"2015","11a","Wayne","1500-1999","16"
"2015","11a","Wayne","3000-3499","337"
"2015","11a","Westchester","1500-1999","175"
"2015","11a","Westchester","Under 1000","71"
"2015","11a","Westchester","2000-2499","550"
"2015","11a","Westchester","Total","10,639"
"2015","11a","Westchester","3000-3499","4,175"
"2015","11a","Westchester","1000-1499","82"
"2015","11a","Westchester","Unknown","6"
"2015","11a","Westchester","3500+","3,655"
"2015","11a","Westchester","2500-2999","1,925"
"2015","11a","Wyoming","2000-2499","10"
"2015","11a","Wyoming","2500-2999","50"
"2015","11a","Wyoming","Under 1000","2"
"2015","11a","Wyoming","1500-1999","7"
"2015","11a","Wyoming","Unknown","1"
"2015","11a","Wyoming","3000-3499","147"
"2015","11a","Wyoming","Total","368"
"2015","11a","Wyoming","1000-1499","2"
"2015","11a","Wyoming","3500+","149"
"2015","11a","Yates","3000-3499","106"
"2015","11a","Yates","Unknown","5"
"2015","11a","Yates","2000-2499","10"
"2015","11a","Yates","3500+","148"
"2015","11a","Yates","1500-1999","6"
"2015","11a","Yates","Under 1000","0"
"2015","11a","Yates","2500-2999","45"
"2015","11a","Yates","Total","321"
"2015","11a","Yates","1000-1499","1"
"2014","11a","Albany","3000-3499","1,096"
"2014","11a","Albany","2500-2999","543"
"2014","11a","Albany","2000-2499","155"
"2014","11a","Albany","1500-1999","51"
"2014","11a","Albany","1000-1499","23"
"2014","11a","Albany","Under 1000","18"
"2014","11a","Albany","3500+","1,276"
"2014","11a","Albany","Unknown","1"
"2014","11a","Albany","Total","3,163"
"2014","11a","Allegany","Unknown","11"
"2014","11a","Allegany","3000-3499","187"
"2014","11a","Allegany","2500-2999","76"
"2014","11a","Allegany","Total","517"
"2014","11a","Allegany","1500-1999","4"
"2014","11a","Allegany","1000-1499","2"
"2014","11a","Allegany","2000-2499","20"
"2014","11a","Allegany","3500+","214"
"2014","11a","Allegany","Under 1000","3"
"2014","11a","Bronx","Unknown","0"
"2014","11a","Bronx","2000-2499","1,173"
"2014","11a","Bronx","1500-1999","367"
"2014","11a","Bronx","2500-2999","4,544"
"2014","11a","Bronx","Under 1000","181"
"2014","11a","Bronx","1000-1499","220"
"2014","11a","Bronx","3500+","6,598"
"2014","11a","Bronx","Total","21,309"
"2014","11a","Bronx","3000-3499","8,226"
"2014","11a","Broome","Total","2,111"
"2014","11a","Broome","2000-2499","108"
"2014","11a","Broome","Unknown","2"
"2014","11a","Broome","2500-2999","332"
"2014","11a","Broome","Under 1000","11"
"2014","11a","Broome","1500-1999","24"
"2014","11a","Broome","3000-3499","842"
"2014","11a","Broome","1000-1499","10"
"2014","11a","Broome","3500+","782"
"2014","11a","Cattaraugus","Total","933"
"2014","11a","Cattaraugus","Unknown","91"
"2014","11a","Cattaraugus","2000-2499","54"
"2014","11a","Cattaraugus","1000-1499","10"
"2014","11a","Cattaraugus","1500-1999","17"
"2014","11a","Cattaraugus","3000-3499","325"
"2014","11a","Cattaraugus","Under 1000","10"
"2014","11a","Cattaraugus","2500-2999","130"
"2014","11a","Cattaraugus","3500+","296"
"2014","11a","Cayuga","Unknown","2"
"2014","11a","Cayuga","1500-1999","12"
"2014","11a","Cayuga","Total","777"
"2014","11a","Cayuga","1000-1499","6"
"2014","11a","Cayuga","Under 1000","4"
"2014","11a","Cayuga","2000-2499","25"
"2014","11a","Cayuga","3000-3499","293"
"2014","11a","Cayuga","2500-2999","111"
"2014","11a","Cayuga","3500+","324"
"2014","11a","Chautauqua","3000-3499","551"
"2014","11a","Chautauqua","3500+","519"
"2014","11a","Chautauqua","1000-1499","8"
"2014","11a","Chautauqua","1500-1999","25"
"2014","11a","Chautauqua","2500-2999","285"
"2014","11a","Chautauqua","2000-2499","65"
"2014","11a","Chautauqua","Unknown","29"
"2014","11a","Chautauqua","Under 1000","3"
"2014","11a","Chautauqua","Total","1,485"
"2014","11a","Chemung","Total","974"
"2014","11a","Chemung","3000-3499","347"
"2014","11a","Chemung","2500-2999","183"
"2014","11a","Chemung","Under 1000","10"
"2014","11a","Chemung","1500-1999","11"
"2014","11a","Chemung","2000-2499","58"
"2014","11a","Chemung","1000-1499","8"
"2014","11a","Chemung","3500+","357"
"2014","11a","Chemung","Unknown","0"
"2014","11a","Chenango","2000-2499","24"
"2014","11a","Chenango","2500-2999","85"
"2014","11a","Chenango","3000-3499","191"
"2014","11a","Chenango","Under 1000","2"
"2014","11a","Chenango","3500+","235"
"2014","11a","Chenango","1000-1499","5"
"2014","11a","Chenango","Unknown","3"
"2014","11a","Chenango","Total","551"
"2014","11a","Chenango","1500-1999","6"
"2014","11a","Clinton","2000-2499","30"
"2014","11a","Clinton","Unknown","1"
"2014","11a","Clinton","Under 1000","8"
"2014","11a","Clinton","Total","754"
"2014","11a","Clinton","3500+","274"
"2014","11a","Clinton","1000-1499","8"
"2014","11a","Clinton","2500-2999","130"
"2014","11a","Clinton","3000-3499","296"
"2014","11a","Clinton","1500-1999","7"
"2014","11a","Columbia","2500-2999","78"
"2014","11a","Columbia","2000-2499","22"
"2014","11a","Columbia","Total","492"
"2014","11a","Columbia","3500+","204"
"2014","11a","Columbia","1000-1499","3"
"2014","11a","Columbia","3000-3499","170"
"2014","11a","Columbia","Under 1000","3"
"2014","11a","Columbia","1500-1999","12"
"2014","11a","Columbia","Unknown","0"
"2014","11a","Cortland","Total","478"
"2014","11a","Cortland","1000-1499","4"
"2014","11a","Cortland","Under 1000","3"
"2014","11a","Cortland","2000-2499","25"
"2014","11a","Cortland","Unknown","12"
"2014","11a","Cortland","2500-2999","71"
"2014","11a","Cortland","1500-1999","5"
"2014","11a","Cortland","3500+","208"
"2014","11a","Cortland","3000-3499","150"
"2014","11a","Delaware","2000-2499","23"
"2014","11a","Delaware","1500-1999","2"
"2014","11a","Delaware","3500+","194"
"2014","11a","Delaware","1000-1499","1"
"2014","11a","Delaware","3000-3499","126"
"2014","11a","Delaware","2500-2999","55"
"2014","11a","Delaware","Under 1000","4"
"2014","11a","Delaware","Unknown","1"
"2014","11a","Delaware","Total","406"
"2014","11a","Dutchess","Total","2,680"
"2014","11a","Dutchess","1000-1499","25"
"2014","11a","Dutchess","3000-3499","999"
"2014","11a","Dutchess","2000-2499","139"
"2014","11a","Dutchess","Unknown","3"
"2014","11a","Dutchess","2500-2999","414"
"2014","11a","Dutchess","Under 1000","20"
"2014","11a","Dutchess","3500+","1,033"
"2014","11a","Dutchess","1500-1999","47"
"2014","11a","Erie","Unknown","15"
"2014","11a","Erie","1000-1499","93"
"2014","11a","Erie","2500-2999","1,735"
"2014","11a","Erie","Under 1000","87"
"2014","11a","Erie","Total","10,109"
"2014","11a","Erie","3000-3499","3,766"
"2014","11a","Erie","3500+","3,747"
"2014","11a","Erie","2000-2499","500"
"2014","11a","Erie","1500-1999","166"
"2014","11a","Essex","Under 1000","1"
"2014","11a","Essex","1500-1999","2"
"2014","11a","Essex","3500+","118"
"2014","11a","Essex","2000-2499","11"
"2014","11a","Essex","Unknown","1"
"2014","11a","Essex","Total","298"
"2014","11a","Essex","3000-3499","126"
"2014","11a","Essex","2500-2999","39"
"2014","11a","Essex","1000-1499","0"
"2014","11a","Franklin","3000-3499","147"
"2014","11a","Franklin","Total","441"
"2014","11a","Franklin","Unknown","3"
"2014","11a","Franklin","2000-2499","19"
"2014","11a","Franklin","Under 1000","5"
"2014","11a","Franklin","1500-1999","9"
"2014","11a","Franklin","3500+","177"
"2014","11a","Franklin","1000-1499","2"
"2014","11a","Franklin","2500-2999","79"
"2014","11a","Fulton","Unknown","1"
"2014","11a","Fulton","3000-3499","195"
"2014","11a","Fulton","Total","538"
"2014","11a","Fulton","3500+","207"
"2014","11a","Fulton","2500-2999","96"
"2014","11a","Fulton","1000-1499","4"
"2014","11a","Fulton","1500-1999","7"
"2014","11a","Fulton","2000-2499","25"
"2014","11a","Fulton","Under 1000","3"
"2014","11a","Genesee","Total","621"
"2014","11a","Genesee","Unknown","0"
"2014","11a","Genesee","3000-3499","211"
"2014","11a","Genesee","1000-1499","7"
"2014","11a","Genesee","2500-2999","108"
"2014","11a","Genesee","3500+","265"
"2014","11a","Genesee","1500-1999","8"
"2014","11a","Genesee","2000-2499","18"
"2014","11a","Genesee","Under 1000","4"
"2014","11a","Greene","Unknown","1"
"2014","11a","Greene","Total","398"
"2014","11a","Greene","Under 1000","5"
"2014","11a","Greene","1500-1999","7"
"2014","11a","Greene","1000-1499","3"
"2014","11a","Greene","3000-3499","147"
"2014","11a","Greene","3500+","154"
"2014","11a","Greene","2000-2499","20"
"2014","11a","Greene","2500-2999","61"
"2014","11a","Hamilton","1000-1499","0"
"2014","11a","Hamilton","1500-1999","2"
"2014","11a","Hamilton","Under 1000","0"
"2014","11a","Hamilton","2500-2999","5"
"2014","11a","Hamilton","3000-3499","12"
"2014","11a","Hamilton","Unknown","0"
"2014","11a","Hamilton","Total","29"
"2014","11a","Hamilton","2000-2499","1"
"2014","11a","Hamilton","3500+","9"
"2014","11a","Herkimer","Unknown","2"
"2014","11a","Herkimer","3500+","287"
"2014","11a","Herkimer","Under 1000","8"
"2014","11a","Herkimer","2000-2499","31"
"2014","11a","Herkimer","3000-3499","219"
"2014","11a","Herkimer","1000-1499","5"
"2014","11a","Herkimer","2500-2999","97"
"2014","11a","Herkimer","Total","657"
"2014","11a","Herkimer","1500-1999","8"
"2014","11a","Jefferson","Unknown","13"
"2014","11a","Jefferson","3500+","861"
"2014","11a","Jefferson","2500-2999","318"
"2014","11a","Jefferson","1500-1999","25"
"2014","11a","Jefferson","1000-1499","13"
"2014","11a","Jefferson","3000-3499","743"
"2014","11a","Jefferson","2000-2499","95"
"2014","11a","Jefferson","Total","2,081"
"2014","11a","Jefferson","Under 1000","13"
"2014","11a","Kings","1000-1499","325"
"2014","11a","Kings","3500+","13,370"
"2014","11a","Kings","2000-2499","1,941"
"2014","11a","Kings","Unknown","1"
"2014","11a","Kings","Under 1000","243"
"2014","11a","Kings","1500-1999","608"
"2014","11a","Kings","2500-2999","8,300"
"2014","11a","Kings","3000-3499","16,958"
"2014","11a","Kings","Total","41,746"
"2014","11a","Lewis","Unknown","1"
"2014","11a","Lewis","1500-1999","4"
"2014","11a","Lewis","3000-3499","132"
"2014","11a","Lewis","Under 1000","0"
"2014","11a","Lewis","Total","356"
"2014","11a","Lewis","1000-1499","5"
"2014","11a","Lewis","2500-2999","51"
"2014","11a","Lewis","2000-2499","10"
"2014","11a","Lewis","3500+","153"
"2014","11a","Livingston","2000-2499","13"
"2014","11a","Livingston","2500-2999","88"
"2014","11a","Livingston","3500+","226"
"2014","11a","Livingston","Under 1000","2"
"2014","11a","Livingston","1000-1499","2"
"2014","11a","Livingston","Total","526"
"2014","11a","Livingston","Unknown","1"
"2014","11a","Livingston","1500-1999","5"
"2014","11a","Livingston","3000-3499","189"
"2014","11a","Madison","3000-3499","241"
"2014","11a","Madison","2000-2499","36"
"2014","11a","Madison","1000-1499","0"
"2014","11a","Madison","Total","644"
"2014","11a","Madison","Under 1000","5"
"2014","11a","Madison","Unknown","13"
"2014","11a","Madison","1500-1999","8"
"2014","11a","Madison","3500+","247"
"2014","11a","Madison","2500-2999","94"
"2014","11a","Monroe","2500-2999","1,511"
"2014","11a","Monroe","3500+","3,156"
"2014","11a","Monroe","1000-1499","71"
"2014","11a","Monroe","Unknown","3"
"2014","11a","Monroe","3000-3499","3,018"
"2014","11a","Monroe","Under 1000","73"
"2014","11a","Monroe","2000-2499","413"
"2014","11a","Monroe","Total","8,388"
"2014","11a","Monroe","1500-1999","143"
"2014","11a","Montgomery","1000-1499","4"
"2014","11a","Montgomery","Unknown","12"
"2014","11a","Montgomery","3000-3499","202"
