"Year","Table","County","Birth Weight in Grams","Number of Live Births"
"2021","11a","Chenango","Under 1000","3"
"2021","11a","Clinton","3500+","284"
"2021","11a","Clinton","Total","663"
"2021","11a","Clinton","Under 1000","2"
"2021","11a","Clinton","1000-1499","2"
"2021","11a","Clinton","1500-1999","15"
"2021","11a","Clinton","2000-2499","38"
"2021","11a","Clinton","2500-2999","101"
"2021","11a","Clinton","3000-3499","221"
"2021","11a","Clinton","Unknown","0"
"2021","11a","Columbia","Unknown","3"
"2021","11a","Columbia","Total","476"
"2021","11a","Columbia","Under 1000","1"
"2021","11a","Columbia","1000-1499","3"
"2021","11a","Columbia","1500-1999","7"
"2021","11a","Columbia","2000-2499","23"
"2021","11a","Columbia","2500-2999","75"
"2021","11a","Columbia","3000-3499","167"
"2021","11a","Columbia","3500+","197"
"2021","11a","Cortland","1500-1999","3"
"2021","11a","Cortland","Total","423"
"2021","11a","Cortland","Under 1000","3"
"2021","11a","Cortland","1000-1499","3"
"2021","11a","Cortland","2000-2499","15"
"2021","11a","Cortland","2500-2999","72"
"2021","11a","Cortland","3000-3499","153"
"2021","11a","Cortland","3500+","164"
"2021","11a","Cortland","Unknown","10"
"2021","11a","Delaware","Total","361"
"2021","11a","Delaware","Unknown","0"
"2021","11a","Delaware","3500+","142"
"2021","11a","Delaware","3000-3499","135"
"2021","11a","Delaware","2500-2999","53"
"2021","11a","Delaware","2000-2499","12"
"2021","11a","Delaware","1500-1999","14"
"2021","11a","Delaware","1000-1499","2"
"2021","11a","Delaware","Under 1000","3"
"2021","11a","Dutchess","3500+","1,008"
"2021","11a","Dutchess","Total","2,641"
"2021","11a","Dutchess","Under 1000","18"
"2021","11a","Dutchess","1000-1499","17"
"2021","11a","Dutchess","1500-1999","50"
"2021","11a","Dutchess","2000-2499","135"
"2021","11a","Dutchess","2500-2999","438"
"2021","11a","Dutchess","3000-3499","968"
"2021","11a","Dutchess","Unknown","7"
"2021","11a","Erie","Total","9,516"
"2021","11a","Erie","Unknown","3"
"2021","11a","Erie","3500+","3,152"
"2021","11a","Erie","3000-3499","3,621"
"2021","11a","Erie","2500-2999","1,823"
"2021","11a","Erie","2000-2499","556"
"2021","11a","Erie","1500-1999","193"
"2021","11a","Erie","1000-1499","90"
"2021","11a","Erie","Under 1000","78"
"2021","11a","Essex","1500-1999","4"
"2021","11a","Essex","Total","267"
"2021","11a","Essex","Under 1000","3"
"2021","11a","Essex","1000-1499","1"
"2021","11a","Essex","Unknown","3"
"2021","11a","Essex","2000-2499","13"
"2021","11a","Essex","2500-2999","35"
"2021","11a","Essex","3000-3499","118"
"2021","11a","Essex","3500+","90"
"2021","11a","Franklin","Unknown","3"
"2021","11a","Franklin","Total","451"
"2021","11a","Franklin","Under 1000","5"
"2021","11a","Franklin","1000-1499","1"
"2021","11a","Franklin","1500-1999","15"
"2021","11a","Franklin","2000-2499","21"
"2021","11a","Franklin","2500-2999","73"
"2021","11a","Franklin","3000-3499","158"
"2021","11a","Franklin","3500+","175"
"2021","11a","Fulton","Unknown","0"
"2021","11a","Fulton","Total","487"
"2021","11a","Fulton","Under 1000","0"
"2021","11a","Fulton","1000-1499","6"
"2021","11a","Fulton","1500-1999","7"
"2021","11a","Fulton","2000-2499","28"
"2021","11a","Fulton","2500-2999","88"
"2021","11a","Fulton","3000-3499","171"
"2021","11a","Fulton","3500+","187"
"2021","11a","Genesee","Unknown","0"
"2021","11a","Genesee","Total","539"
"2021","11a","Genesee","Under 1000","1"
"2021","11a","Genesee","1000-1499","1"
"2021","11a","Genesee","1500-1999","9"
"2021","11a","Genesee","2000-2499","25"
"2021","11a","Genesee","2500-2999","83"
"2021","11a","Genesee","3000-3499","189"
"2021","11a","Genesee","3500+","231"
"2021","11a","Greene","Total","390"
"2021","11a","Greene","Unknown","2"
"2021","11a","Greene","3500+","170"
"2021","11a","Greene","3000-3499","136"
"2021","11a","Greene","2500-2999","49"
"2021","11a","Greene","2000-2499","23"
"2021","11a","Greene","1500-1999","4"
"2021","11a","Greene","1000-1499","4"
"2021","11a","Greene","Under 1000","2"
"2021","11a","Hamilton","3500+","14"
"2021","11a","Hamilton","Total","31"
"2021","11a","Hamilton","Under 1000","0"
"2021","11a","Hamilton","1000-1499","0"
"2021","11a","Hamilton","1500-1999","0"
"2021","11a","Hamilton","2000-2499","1"
"2021","11a","Hamilton","2500-2999","6"
"2021","11a","Hamilton","3000-3499","10"
"2021","11a","Hamilton","Unknown","0"
"2021","11a","Herkimer","Unknown","2"
"2021","11a","Herkimer","Total","565"
"2021","11a","Herkimer","Under 1000","6"
"2021","11a","Herkimer","1000-1499","1"
"2021","11a","Herkimer","1500-1999","8"
"2021","11a","Herkimer","2000-2499","22"
"2021","11a","Herkimer","2500-2999","88"
"2021","11a","Herkimer","3000-3499","218"
"2021","11a","Herkimer","3500+","220"
"2021","11a","Jefferson","Unknown","9"
"2021","11a","Jefferson","Total","1,803"
"2021","11a","Jefferson","Under 1000","8"
"2021","11a","Jefferson","1000-1499","16"
"2021","11a","Jefferson","1500-1999","35"
"2021","11a","Jefferson","2000-2499","82"
"2021","11a","Jefferson","2500-2999","340"
"2021","11a","Jefferson","3000-3499","653"
"2021","11a","Jefferson","3500+","660"
"2021","11a","Kings","Unknown","7"
"2021","11a","Kings","3500+","10,423"
"2021","11a","Kings","3000-3499","13,483"
"2021","11a","Kings","2500-2999","6,802"
"2021","11a","Kings","2000-2499","1,720"
"2021","11a","Kings","1500-1999","520"
"2021","11a","Kings","1000-1499","251"
"2021","11a","Kings","Under 1000","178"
"2021","11a","Kings","Total","33,384"
"2021","11a","Lewis","2000-2499","11"
"2021","11a","Lewis","Total","290"
"2021","11a","Lewis","Under 1000","2"
"2021","11a","Lewis","1000-1499","0"
"2021","11a","Lewis","1500-1999","4"
"2021","11a","Lewis","2500-2999","50"
"2021","11a","Lewis","3000-3499","106"
"2021","11a","Lewis","3500+","115"
"2021","11a","Lewis","Unknown","2"
"2021","11a","Livingston","Unknown","6"
"2021","11a","Livingston","Total","523"
"2021","11a","Livingston","Under 1000","2"
"2021","11a","Livingston","1000-1499","1"
"2021","11a","Livingston","1500-1999","3"
"2021","11a","Livingston","2000-2499","26"
"2021","11a","Livingston","2500-2999","75"
"2021","11a","Livingston","3000-3499","187"
"2021","11a","Livingston","3500+","223"
"2021","11a","Madison","3500+","211"
"2021","11a","Madison","Total","544"
"2021","11a","Madison","Under 1000","2"
"2021","11a","Madison","1000-1499","1"
"2021","11a","Madison","1500-1999","13"
"2021","11a","Madison","2000-2499","20"
"2021","11a","Madison","2500-2999","82"
"2021","11a","Madison","3000-3499","203"
"2021","11a","Madison","Unknown","12"
"2021","11a","Monroe","Unknown","2"
"2021","11a","Monroe","Total","7,718"
"2021","11a","Monroe","Under 1000","54"
"2021","11a","Monroe","1000-1499","72"
"2021","11a","Monroe","1500-1999","149"
"2021","11a","Monroe","2000-2499","452"
"2021","11a","Monroe","2500-2999","1,483"
"2021","11a","Monroe","3000-3499","2,843"
"2021","11a","Monroe","3500+","2,663"
"2021","11a","Montgomery","Unknown","28"
"2021","11a","Montgomery","Total","578"
"2021","11a","Montgomery","Under 1000","6"
"2021","11a","Montgomery","1000-1499","4"
"2021","11a","Montgomery","1500-1999","3"
"2021","11a","Montgomery","2000-2499","30"
"2021","11a","Montgomery","2500-2999","87"
"2021","11a","Montgomery","3000-3499","196"
"2021","11a","Montgomery","3500+","224"
"2021","11a","Nassau","Under 1000","72"
"2021","11a","Nassau","3500+","4,585"
"2021","11a","Nassau","3000-3499","5,683"
"2021","11a","Nassau","2500-2999","2,742"
"2021","11a","Nassau","2000-2499","778"
"2021","11a","Nassau","Unknown","18"
"2021","11a","Nassau","1500-1999","225"
"2021","11a","Nassau","1000-1499","96"
"2021","11a","Nassau","Total","14,199"
"2021","11a","New York","2000-2499","779"
"2021","11a","New York","Unknown","2"
"2021","11a","New York","3500+","3,886"
"2021","11a","New York","3000-3499","5,554"
"2021","11a","New York","2500-2999","3,112"
"2021","11a","New York","1500-1999","218"
"2021","11a","New York","1000-1499","89"
"2021","11a","New York","Under 1000","56"
"2021","11a","New York","Total","13,696"
"2021","11a","New York City","Total","92,523"
"2021","11a","New York City","3500+","27,199"
"2021","11a","New York City","3000-3499","37,351"
"2021","11a","New York City","2500-2999","19,685"
"2021","11a","New York City","Unknown","24"
"2021","11a","New York City","2000-2499","5,352"
"2021","11a","New York City","1500-1999","1,601"
"2021","11a","New York City","1000-1499","726"
"2021","11a","New York City","Under 1000","585"
"2021","11a","New York State","1500-1999","3,464"
"2021","11a","New York State","Total","209,947"
"2021","11a","New York State","Under 1000","1,296"
"2021","11a","New York State","1000-1499","1,551"
"2021","11a","New York State","2000-2499","11,282"
"2021","11a","New York State","2500-2999","40,583"
"2021","11a","New York State","3000-3499","81,913"
"2021","11a","New York State","3500+","68,748"
"2021","11a","New York State","Unknown","1,110"
"2021","11a","Niagara","Under 1000","18"
"2021","11a","Niagara","Unknown","0"
"2021","11a","Niagara","3500+","688"
"2021","11a","Niagara","3000-3499","742"
"2021","11a","Niagara","Total","1,986"
"2021","11a","Niagara","2500-2999","365"
"2021","11a","Niagara","2000-2499","105"
"2021","11a","Niagara","1500-1999","43"
"2021","11a","Niagara","1000-1499","25"
"2021","11a","Oneida","3500+","820"
"2021","11a","Oneida","3000-3499","948"
"2021","11a","Oneida","2500-2999","440"
"2021","11a","Oneida","2000-2499","154"
"2021","11a","Oneida","1500-1999","38"
"2021","11a","Oneida","1000-1499","12"
"2021","11a","Oneida","Under 1000","17"
"2021","11a","Oneida","Total","2,431"
"2021","11a","Oneida","Unknown","2"
"2021","11a","Onondaga","Unknown","2"
"2021","11a","Onondaga","Total","4,892"
"2021","11a","Onondaga","Under 1000","36"
"2021","11a","Onondaga","1000-1499","46"
"2021","11a","Onondaga","1500-1999","92"
"2021","11a","Onondaga","2000-2499","266"
"2021","11a","Onondaga","2500-2999","888"
"2021","11a","Onondaga","3000-3499","1,801"
"2021","11a","Onondaga","3500+","1,761"
"2021","11a","Ontario","Unknown","1"
"2021","11a","Ontario","3500+","385"
"2021","11a","Ontario","3000-3499","361"
"2021","11a","Ontario","2500-2999","159"
"2021","11a","Ontario","2000-2499","47"
"2021","11a","Ontario","1500-1999","15"
"2021","11a","Ontario","1000-1499","3"
"2021","11a","Ontario","Under 1000","8"
"2021","11a","Ontario","Total","979"
"2021","11a","Orange","Unknown","161"
"2021","11a","Orange","3500+","2,061"
"2021","11a","Orange","3000-3499","2,113"
"2021","11a","Orange","2500-2999","917"
"2021","11a","Orange","2000-2499","225"
"2021","11a","Orange","1500-1999","71"
"2021","11a","Orange","1000-1499","27"
"2021","11a","Orange","Under 1000","42"
"2021","11a","Orange","Total","5,617"
"2021","11a","Orleans","Unknown","2"
"2021","11a","Orleans","3500+","159"
"2021","11a","Orleans","3000-3499","144"
"2021","11a","Orleans","2500-2999","60"
"2021","11a","Orleans","2000-2499","18"
"2021","11a","Orleans","1500-1999","13"
"2021","11a","Orleans","1000-1499","0"
"2021","11a","Orleans","Under 1000","0"
"2021","11a","Orleans","Total","396"
"2021","11a","Oswego","2000-2499","78"
"2021","11a","Oswego","Total","1,137"
"2021","11a","Oswego","Under 1000","6"
"2021","11a","Oswego","1000-1499","9"
"2021","11a","Oswego","1500-1999","17"
"2021","11a","Oswego","2500-2999","177"
"2021","11a","Oswego","3000-3499","389"
"2021","11a","Oswego","3500+","449"
"2021","11a","Oswego","Unknown","12"
"2021","11a","Otsego","Total","490"
"2021","11a","Otsego","Unknown","15"
"2021","11a","Otsego","Under 1000","0"
"2021","11a","Otsego","1000-1499","5"
"2021","11a","Otsego","1500-1999","6"
"2021","11a","Otsego","2000-2499","13"
"2021","11a","Otsego","2500-2999","73"
"2021","11a","Otsego","3000-3499","187"
"2021","11a","Otsego","3500+","191"
"2021","11a","Putnam","3000-3499","341"
"2021","11a","Putnam","3500+","353"
"2021","11a","Putnam","Total","915"
"2021","11a","Putnam","Under 1000","2"
"2021","11a","Putnam","1000-1499","8"
"2021","11a","Putnam","1500-1999","14"
"2021","11a","Putnam","2000-2499","50"
"2021","11a","Putnam","2500-2999","145"
"2021","11a","Putnam","Unknown","2"
"2021","11a","Queens","Under 1000","141"
"2021","11a","Queens","Unknown","6"
"2021","11a","Queens","3500+","6,672"
"2021","11a","Queens","3000-3499","9,581"
"2021","11a","Queens","2500-2999","5,155"
"2021","11a","Queens","2000-2499","1,474"
"2021","11a","Queens","1500-1999","415"
"2021","11a","Queens","1000-1499","178"
"2021","11a","Queens","Total","23,622"
"2021","11a","Rensselaer","Unknown","2"
"2021","11a","Rensselaer","Total","1,481"
"2021","11a","Rensselaer","Under 1000","9"
"2021","11a","Rensselaer","1000-1499","11"
"2021","11a","Rensselaer","1500-1999","21"
"2021","11a","Rensselaer","2000-2499","73"
"2021","11a","Rensselaer","2500-2999","273"
"2021","11a","Rensselaer","3000-3499","530"
"2021","11a","Rensselaer","3500+","562"
"2021","11a","Rest of State","Total","117,424"
"2021","11a","Rest of State","3500+","41,549"
"2021","11a","Rest of State","3000-3499","44,562"
"2021","11a","Rest of State","2500-2999","20,898"
"2021","11a","Rest of State","2000-2499","5,930"
"2021","11a","Rest of State","1500-1999","1,863"
"2021","11a","Rest of State","1000-1499","825"
"2021","11a","Rest of State","Under 1000","711"
"2021","11a","Rest of State","Unknown","1,086"
"2021","11a","Richmond","Total","4,987"
"2021","11a","Richmond","Unknown","3"
"2021","11a","Richmond","3500+","1,479"
"2021","11a","Richmond","3000-3499","2,117"
"2021","11a","Richmond","2500-2999","982"
"2021","11a","Richmond","2000-2499","255"
"2021","11a","Richmond","1500-1999","88"
"2021","11a","Richmond","1000-1499","37"
"2021","11a","Richmond","Under 1000","26"
"2021","11a","Rockland","3500+","2,214"
"2021","11a","Rockland","3000-3499","2,328"
"2021","11a","Rockland","2500-2999","978"
"2021","11a","Rockland","2000-2499","225"
"2021","11a","Rockland","1500-1999","67"
"2021","11a","Rockland","1000-1499","27"
"2021","11a","Rockland","Under 1000","25"
"2021","11a","Rockland","Total","6,386"
"2021","11a","Rockland","Unknown","522"
"2021","11a","Saratoga","3500+","863"
"2021","11a","Saratoga","3000-3499","775"
"2021","11a","Saratoga","2500-2999","336"
"2021","11a","Saratoga","2000-2499","97"
"2021","11a","Saratoga","1500-1999","27"
"2021","11a","Saratoga","1000-1499","13"
"2021","11a","Saratoga","Under 1000","8"
"2021","11a","Saratoga","Total","2,123"
"2021","11a","Saratoga","Unknown","4"
"2021","11a","Schenectady","1000-1499","19"
"2021","11a","Schenectady","Total","1,774"
"2021","11a","Schenectady","Under 1000","14"
"2021","11a","Schenectady","1500-1999","38"
"2021","11a","Schenectady","2000-2499","78"
"2021","11a","Schenectady","2500-2999","310"
"2021","11a","Schenectady","3000-3499","661"
"2021","11a","Schenectady","3500+","653"
"2021","11a","Schenectady","Unknown","1"
"2021","11a","Schoharie","Unknown","2"
"2021","11a","Schoharie","3500+","115"
"2021","11a","Schoharie","3000-3499","90"
"2021","11a","Schoharie","2500-2999","49"
"2021","11a","Schoharie","2000-2499","5"
"2021","11a","Schoharie","1500-1999","3"
"2021","11a","Schoharie","1000-1499","0"
"2021","11a","Schoharie","Under 1000","1"
"2021","11a","Schoharie","Total","265"
"2021","11a","Schuyler","Total","172"
"2021","11a","Schuyler","Unknown","1"
"2021","11a","Schuyler","3500+","73"
"2021","11a","Schuyler","3000-3499","61"
"2021","11a","Schuyler","2500-2999","21"
"2021","11a","Schuyler","2000-2499","10"
"2021","11a","Schuyler","1500-1999","4"
"2021","11a","Schuyler","1000-1499","0"
"2021","11a","Schuyler","Under 1000","2"
"2021","11a","Seneca","Unknown","0"
"2021","11a","Seneca","3500+","158"
"2021","11a","Seneca","3000-3499","128"
"2021","11a","Seneca","2500-2999","39"
"2021","11a","Seneca","2000-2499","10"
"2021","11a","Seneca","1500-1999","5"
"2021","11a","Seneca","1000-1499","3"
"2021","11a","Seneca","Under 1000","1"
"2021","11a","Seneca","Total","344"
"2021","11a","Steuben","1500-1999","13"
"2021","11a","Steuben","3500+","391"
"2021","11a","Steuben","3000-3499","373"
"2021","11a","Steuben","2500-2999","145"
"2021","11a","Steuben","2000-2499","53"
"2021","11a","Steuben","Unknown","3"
"2021","11a","Steuben","1000-1499","5"
"2021","11a","Steuben","Under 1000","3"
"2021","11a","Steuben","Total","986"
"2021","11a","St Lawrence","Unknown","45"
"2021","11a","St Lawrence","3500+","383"
"2021","11a","St Lawrence","3000-3499","357"
"2021","11a","St Lawrence","2500-2999","154"
"2021","11a","St Lawrence","2000-2499","53"
"2021","11a","St Lawrence","1500-1999","10"
"2021","11a","St Lawrence","1000-1499","6"
"2021","11a","St Lawrence","Under 1000","6"
"2021","11a","St Lawrence","Total","1,014"
"2021","11a","Suffolk","2500-2999","2,885"
"2021","11a","Suffolk","Total","15,872"
"2021","11a","Suffolk","Under 1000","81"
"2021","11a","Suffolk","1000-1499","95"
"2021","11a","Suffolk","1500-1999","218"
"2021","11a","Suffolk","2000-2499","871"
"2021","11a","Suffolk","3000-3499","6,267"
"2021","11a","Suffolk","3500+","5,445"
"2021","11a","Suffolk","Unknown","10"
"2021","11a","Sullivan","Under 1000","5"
"2021","11a","Sullivan","Unknown","2"
"2021","11a","Sullivan","Total","975"
"2021","11a","Sullivan","3500+","334"
"2021","11a","Sullivan","3000-3499","393"
"2021","11a","Sullivan","2500-2999","186"
"2021","11a","Sullivan","2000-2499","41"
"2021","11a","Sullivan","1500-1999","8"
"2021","11a","Sullivan","1000-1499","6"
"2021","11a","Tioga","Total","464"
"2021","11a","Tioga","Under 1000","3"
"2021","11a","Tioga","1000-1499","4"
"2021","11a","Tioga","1500-1999","5"
"2021","11a","Tioga","2000-2499","21"
"2021","11a","Tioga","2500-2999","76"
"2021","11a","Tioga","3000-3499","166"
"2021","11a","Tioga","3500+","186"
"2021","11a","Tioga","Unknown","3"
"2021","11a","Tompkins","Total","701"
"2021","11a","Tompkins","Under 1000","2"
"2021","11a","Tompkins","1000-1499","4"
"2021","11a","Tompkins","1500-1999","9"
"2021","11a","Tompkins","2000-2499","19"
"2021","11a","Tompkins","2500-2999","126"
"2021","11a","Tompkins","3000-3499","256"
"2021","11a","Tompkins","3500+","283"
"2021","11a","Tompkins","Unknown","2"
"2021","11a","Ulster","Unknown","5"
"2021","11a","Ulster","Total","1,575"
"2021","11a","Ulster","Under 1000","12"
"2021","11a","Ulster","1000-1499","10"
"2021","11a","Ulster","1500-1999","28"
"2021","11a","Ulster","2000-2499","69"
"2021","11a","Ulster","2500-2999","260"
"2021","11a","Ulster","3000-3499","567"
"2021","11a","Ulster","3500+","624"
"2021","11a","Warren","Under 1000","3"
"2021","11a","Warren","Unknown","0"
"2021","11a","Warren","3500+","201"
"2021","11a","Warren","3000-3499","202"
